estrella|texto|lugar
20|Salio muy caro el transporte y senti que no valio la pena. vimos una pelicula donde explicaba sobre la planta hidroelectrica y despues un bus nos llevo a recorrer y ver un poco de agua. realmente a menos que seas muy entendido en el tema no lo sugiero.|itaipu
50|Una visita muy instructiva, pudimos observar el destacado trabajo de la gente que forma parte de esta obra tan importante!!|itaipu
50|Entrar al complejo es entrar a otro mundo. Digna de visitar se levanta la gigantezca planta obra faraonica llena de historia e importancia presente. Interesante por donde se lo mire necesariamente despertara tu curiosidad y admiracion. Muy recomendable. Opciones de pago con tarjeta. Muy sencillo de llegar en auto desde Puerto Iguazu, todo el trayecto correctamente guiado. No deje de descubrirla. No se va a arrepentir.|itaipu
40|Es imponente ver lo descomunal de esta obra, la visita esta muy bien planteada, recorriendo el lugar y con explicaciones del guia en español tambien. Vale la pena.|itaipu
50|La visita esta armada estilo primer mundo, me parecio fantastica.Primero se ingresa a un cine (impecable, enorme) donde proyectan un breve video con la historia de la represa y su construccion. Luego subimos a un micro de dos pisos, con la parte superior abierta, que recorre el lugar. Hace una primera parada donde se observa una vista panoramica de la represa. Y luego, me parecio espectacular, el micro CRUZA por la represa, los 8 kms de su extension. Se divisa de un lado del lago, y del otro, la pared. Finalmente llega a un muelle, hermoso, con un restaurant, mesitas, todo de primera.Luego al regreso, vuelve a parar en una zona panoramica.Excelente experiencia, ideal para combinar con el dia que visitan el lado brasilero, ya que estan alli y esta visita lleva un poco mas de 1 hora.|itaipu
50|Esta obra es una de las maravillas de la tecnologia moderna, con la mayor capacidad de generacion de energia electrica del mundo y principalmente por no agredir en lo mas minimo el medio ambiente, al no utilizar ningun combustible que ocasione contaminacion. Posee 20 turbinas como las que exhiben en la foto|itaipu
40|Impresionante construccion, interesante explicacion de su importancia y labor como productora de energia. Vale la pena ir.|itaipu
50|La represa de Itaipu es algo que realmente me impresiono, una maravilla de la tecnologia, recomiendo el tour especial.|itaipu
40|"Se puede visitar de dia o de noche. De noche se ilumina la represa resultando un lugar especial. Traslado en micros ""panoramicos"" y otros con manga. La visita incluye una explicacion en cine de la creacion y funcionamiento de la represa"|itaipu
50|la represa de itaipu es enorme, se da una explicacion en un centro de turismo, pero todo es en portugues, asi que si hay un problema, igual lo pueden pasar al ingles para que todos lo entendieran.|itaipu
50|Muy interesante visita.Muy bien organizado.Tiene una sala de cine donde proyectan un corto documental.Luego hay una visita guiada con guia de habla hispana. Muy buena onda.Muy recomendable.|itaipu
50|La represa de Itaipu, es la represa que mas genera electricidad en todo el mundo, tiene una extension de 8 kilometros, recomiendo el tour; Itaipu especial; realmente vale la pena.|itaipu
20|si no esta abierto el alivio es solo cemento y no vale la pena pagar para visitar, si haces el interior si|itaipu
30|no pude hacer la recorrida interior por no haber lugar y realice la exterior, lo mejor fue la historia arrancando con una pelicula luego te recorren con un bus abierto por todo el predio Brasil y Paraguay muy basico, lo mejor seria ver cuando el alivio esta abierto pero eso raramente ocurre, en fin si le sobra plata visitar|itaipu
40|La represa es muy grande y su estructura es salomonica, vemos como el aprovechamiento del recurso natural por el hombre modifica el caudal de rios y por ende la naturaleza. Comenzaron a forestar en sus inmediaciones, hay historias interesantes por conocer.|itaipu
50|Realizamos el Tur que incluye conocer por dentro la hidroelectrica, es fenomenal, el Tur por la noche dios mediante lo realizare en otra oportunidad cada uno tiene su encanto|itaipu
50|Recomiendo ir de noche para ver el espectaculo magnifico de las luces con el agua. se puede ir con chicos|itaipu
50|La represa es monumental, el lago que se conforma es inmenso que se pierde la vision de sus orillas. El recorrido que se brinda es entretenido con 3 paradas en el caso de la Visita Panoramica.|itaipu
50|Una obra monumental de la ingenieria. En caso de visitarla recomiendo la Visita Panoramica que brinda un recorrido general por todo la obra y el predio. Para quienes tiene gusto por la ingenieria el recorrido Circuito Especial les resultara muy interesante.|itaipu
40|Es gratuito. El guia te cuenta rapidamente sobre la generacion de energia en la planta. La historia de la construccion y algunos detalles sobre como el agua debe ser manejada para proteger el rio. Muy bueno e interesante.|itaipu
40|es una obra de ingenieria. vale la pena visitarla. si se quiere hacer excursiones como la astronomica, o la reserva de animales, hay que reservar con tiempo. fuimos en el dia y no las pudimos hacer porque no habia lugar|itaipu
50|El paisaje maravilloso... la obra de infraestructura es increible y sobretodo que 2 paises se junten para hacer esto es magico ... da energia a muchas personas !!|itaipu
40|Es realmente impresionante ver el tamaño de semejante obra, la visita guiada basica muy cara para lo que nos mostraron, se puede ingresar sin guia y para lo que hay para ver creo que es lo mas conveniente.|itaipu
30|Es un paseo en un bus con el segundo piso al aire libre. Hay un guia explicando en diferentes idiomas, acerca de la historia de la represa. No recomendable para ir con niños. Hay diferentes tipos de paseos con precios aparte|itaipu
50|La Repreza de Itaipu, es muy linda, esta echa por el hombre, y su ingeneria es inpresionante, muy lindo es si el vertedero tiene las 3 compuertas abiertas, la cantidad de agua inpresiona.|itaipu
50|Una de las mayores represas del mundo, un modelo de empresa a seguir. La visita es muy pedagogica e interesante, los guias son muy simpaticos y hacen de la visita una experiencia muy enriquecedora.|itaipu
40|El paseo es interesante. Las vistas son buenas, y la planta realmente imponente. El servicio es cordial, y la visita es guiada. Hicimos el recorrido llamado visita panoramica, que se hace en micro de doble piso.|itaipu
50|Es la primera actividad que hicimos cuando llegamos a Foz y realmente uno no deja de admirar semejante obra de la Ingenieria y con la rapidez que la hicieron !!!!realmente los datos que uno aprende ahi sorprende !!!!super recomendable !!!ademas dejar asentado la excelente atencion que brindan todos los integrantes del staff!!!!|itaipu
50|El paseo es impresionante al recorrer esta obra de gran envergadura. Hay un mirador para ver esta obra en todo su esplendor y al pasar por la represa misma uno puede dimensionar mejor la magnitud de esta obra. Sin duda este es un lugar que hay que conocer al visitar Iguazu.|itaipu
50|Es increible como una entidad formada por dos paises funcione a la perfeccion. La represa de Itaipu es una parada obligatoria si vas a foz. Es increible la magnitud de la represa y de las instalaciones en si mismas.|itaipu
50|Un lugar increible. Super grande. Interesante de conocer. Los guias explican todo con mucha paciencia. En mi caso el guia hablaba en español y portugues|itaipu
50|Totalmente excedio las expectativas de la visita, es increible y esta muy bien organizado. Las dimensiones de la obra son impactantes|itaipu
30|Es un paseo que puede interesar. Se trata de una obra humana de gran magnitud, con una visita instructiva y amena.|itaipu
50|Esta gran represa te deja impresionado de la fuerza e imponencia de la misma, hay varias actividades que se deben reservar con anticipacion porque si llegas alli es posible que no las puedas hacer por estar agotadas. El recorrido en catamaran no es tan atractivo es un trayecto por la represa pero no se ve de cerca, mientras que el recorrido panoramico te llevan en buses por la hidroelectrica completa y los diferentes miradores para las fotos.|itaipu
50|Bien explicado por el guia una planta hidroelectrica que esta en primer lugar en produccion de energia y que abastece al Brasil y el Paraguay|itaipu
50|Hermosp lugar, donde te muestran previamente en un microcine la historia la represa, su construcion, el cuidado del medio ambiente. Dentro del Eco Paseo tienen en el predio varios excursiones todos con costos adicionales, te cobran hasta el estacionamiento, hace unos atras cuando lo visite era sin costos, pero aun asi es muy recomendable.|itaipu
30|En general viene como un paquete con las visitas a Cataratas. Es enorme, como todas las obras brasileras, pero las fotos que muestras son mucho mas impresionantes que la represa en si misma.|itaipu
40|buena atencion, entrada gratis, solo te registras y listo, buses limpios y de gran calidad, atraves de los parlantes te van guiando y comentando sobre la historia de como se contruyo, paises que lo hicieron, cuanto se demoro y proposito final, hay varias paradas, para sacarte fotos, solo pude ver una pequeña compuerta donde salia el agua, dantesca ingenieria, buena esperiencia, para aprovechar el dia :)|itaipu
50|Hice la visita panoramica a la represa. Consiste en un viaje en autobus doble piso descubierto donde el guia va explicando cosas y hace tres paradas. Permite apreciar la inmensidad de la obra|itaipu
50|Un lugar digno de ser visitado. Muy interesante propuesta. Amabilidad y buen trato. Una propuesta diferente|itaipu
40|Se recorre en colectivo las instalaciones exteriores de la represa, uno nunca se imagina el tamaño de esta obra. Si se hace el tour desde el lado de Paraguay el costo es cero.|itaipu
30|No pudimos ver las compuertas abiertas, y las explicaciones eran en ingles y portugues.. Tal vez es interesante para ingenieros o estudiantes, ya que hacen un recorrido exclusivo para ellos. Buena excursion si hay tiempo, Pero no primordial..|itaipu
30|Si te sobra tiempo y queres conocer una obra gigantesca de la ingenieria lo recomiendo, de lo contrario no vale la pena pagar 31 reales por persona y el tiempo hasta llega alli dependiendo de donde te hospedes.|itaipu
50|Majestuosa obra que se puede admirar, haciendo una visita tecnica dentro de la Represa con guias que acompañan a los visitantes.|itaipu
40|Muy lindo paseo, impresionante lo que puede hacer el hombre, muy didactico principalmente para ir con niños. El paseo en el bus con el guia muy recomendable.|itaipu
40|Ver el tamaño de la presa hidroelectrica es impresionante!!! Lo unico que no me gusto es que de los paseos que tienen unos ya estaban todos vendidos con anticipacion por internet. No pudimos hacer prueba de manejo en auto electrico ni visitar la reserva animal.|itaipu
50|Es una visita imperdible. Es impresionante esta obra de ingenieria. Vale la pena visitar la represa.|itaipu
40|Un lugar muy recomendable. La empresa pertenece a Brasil y Paraguay y se puede pagar para hacer un tour donde te explican la historia de la presa. Va acompañado de un video y de tres paradas para ver toda la presa.Realmente impresionante.|itaipu
40|Ya sabia lo que era una represa pero esta me impresiono por su tamaño. Muy buen trabajo del guia.Me llamo mucho a atencion que te cobraran para estacionar.|itaipu
40|Realizamos el circuito especial, que realiza un recorrido externo panoramico y luego ingresa a algunas partes por dentro de la represa! Los guias super amables, dispuestos a contestar todas las preguntas. Paseo de aprox 2 hras.|itaipu
40|Esta muy bien organizado con los omnibus que te llevan y van explicandote sobre la construccion y el funcionamiento de la represa.|itaipu
50|Impresionante visita si te gusta la ingenieria. Especialmente si los aliviaderos estan abiertos y puedes ver el poder del agua y las dimensiones brutales de la presa.|itaipu
50|La represa mas grande del mundo a pesar de su impacto ecologico, este lugar se ha preocupado de ser consciente con el medio ambiente, por otro lado es una represa binacional de Paraguay y Brasil.|itaipu
30|monumental obra hidroelectrica, pero que no logramos apreciarla tanto, quizas porque llovia bastante..|itaipu
40|Fuimos a ver la presa y su espectaculo de luces por el lado brasileño el espectaculo consiste en una encendida de la presa con musica para poner emocion al momento pero que se quedo en nada.No me parecio bien que siendo una empresa 50% brasileras 50% paraguaya solo se explique en portugues o ingles por deferencia a la binacionalidad|itaipu
30|Si te encuentras en la zona vale la pena realizar la visita, sinceramente la vista panoramica es impresionante, el recorrido por el interior no es mucho aporte.|itaipu
50|Imaginese la hidroelectrica mas grande del mundo, a pocos metros de usted? generando tanta energia para 2 paises|itaipu
50|Un buen paseo, las formas de acceder son muy faciles, recomiendo para quien tiene la oportunidad, no dejarla pasarpor algo es una de las maravillas de la epoca actual|itaipu
40|La visita a la represa esta guiada y hay dos tipos.La diurna que muestra las areas mas representativas de la represa y el guia ofrece explicaciones tecnicas y un poco de la historias vividas a lo largo de la construccion.Los viernes y sabados en la noche 8 PM sale otro tour para ver la presa en la noche y disfrutar de la musica y del show de luces.Es sencillamente una maravilla del mundo moderno.DisfrutenlaS|itaipu
50|Tuve la fortuna de estar en un dia lluvioso, de hecho una temporada lluviosa, por lo que habian dos compuertas abiertas, definitivamente algo impresionante!|itaipu
40|Me gusto es un lindo paseo para cuando se sale de las cataratas del lado brasilero porque queda justo enfrente. Las especies que se pueden observar son muy exoticas, con muchos colores y tal punto que algunas aves parece que estuvieran pintadas! me gusto!|itaipu
50|La represa de Itaipu es una visita obligada al visitar cataratas. Hay dos tipos de excursiones: la panoramica (mas economica, solo en bus por la parte externa de la represa) y otra mas completa (que incluye la panoramica, mas el ingreso a la represa, hasta llegar al rotor de una turbina).Los guias son excepcionales, con un español perfecto.Recomendado, incluso para un dia de lluvia (visita especial con el interior de la represa).|itaipu
50|la visita se realiza es guiada con gente capacitada para responder a las preguntas de los visitantes, los vehiculos estan preparados para apreciar perfctamente el entorno sin vidrios en la parte superior, tambien hay paseo en barco por su enorme lago y su circuito es bastante completo|itaipu
50|Es totalmente impresionante, la vista es maravillosa. Es considerada la segunda represa mas grande del mundo.|itaipu
40|La Obra me impacto, estan organizados, no es gratis, pero no es cara tampoco, te llevan en un micro de la Empresa a recorrerla y con un guia que explica en distintos idiomas la obra. Esta muy buena.|itaipu
50|Como ingeniero, me sorprendio la enormidad. la atencion y los detalles. El enorme reservorio, el tamaño de las turbinas, los volumenes de agua que las mueven... ( detalles tecnicos bah)|itaipu
50|Este lugar es increible, una real maravilla de la ingenieria. !!! Si vas a foz de iguazu no puedes dejar de pasar por aca. Recomendadisimo!!|itaipu
50|No dejen de visitar esta maravilla de la ingenieria civil. Los guias estan muy informados y dispuestos a responder preguntas y aclarar dudas. Recomiendo plenamente este destino.|itaipu
40|Muy bellos paseos para 4-5 dias, recomendable 100%; Paseo en balsa Macuco y Cataratas Brasileñas, Cataratas Argentinas, Rafain Churrasqueria, Itaipu, Minas de Wuanda|itaipu
40|Es increible la grandiosidad de esta presa tremendo las dimensiones que tiene y la cantidad de agua que almacena.|itaipu
50|Un lugar inmenso donde se pierde uno en la grandeza que la mente puede desarrollar y construir. Tomen la visita especial. No se le deben perder y mas si te gustan las ciencias|itaipu
50|Maravillosa obra echa por las manos del hombre!!! Un lugar bellisimo para conocer super limpio muy cuidado. Super recomendable|itaipu
40|Te quita el aliento. Una megaobra, el hombre dominando a la naturaleza pero con responsabilidad medio ambiental. La energia de todo un pais (Paraguay) concentrada en un solo lugar.|itaipu
50|Lugar espectacular, el paisaje lo imponente de esa obra es digno de ser visitado, con las explicaciones tecnicas y el video de la construccion, te dan ganas de adquirirlo, es muy , muy lindo el paseo, lo aconsejo a ojos cerrados|itaipu
50|Lugar hermoso, con un paisaje unico, vistas panoramicas de la represa, con guias y totalmente gratuito!|itaipu
50|Magnifico! Un lugar que no me imaginaba que era asi. Hicimos un recorrido por dentro que realmente vale la pena. Super recomedable|itaipu
50|El lugar es limpio, organizado y majestuoso. Quede totalmente impresionada con el recorrido. Se debe ir vestido comodamente para participar de todo el tour sin sentirse agotado. Se pasa un video con detalles muy interesantes que hacen que el recorrido sea totalmente sencillo de procesar y se siente totalmente inspirado uno al ver todo lo que la ingenieria y la mente del hombre pueden lograr. Repetiria esta experiencia.|itaipu
50|Para un ingeniero como yo, visitar Itaipu es ver cumplido uno de los sueños de la vida.Estuve aqui con mis padres en abril de 1984, cuando la puesta en marcha de la primera turbina. Pero a nivel turistico no habia nada.Hoy es diferente. Todo esta perfectamente organizado.En la visita tecnica se ve un poquito, pero lo que se ve es interesante.No puedo olvidarme de nombrar a Elmo, gran guia, que nos ha hecho todo muy agradable|itaipu
50|Recomiendo especialmente el circuito especial. Tiene un costo de 74 reales y dura 2hs. Incluye la visita a la represa por dentro. Es muy bueno! Los guias explican claramente y estan abiertos a cualquier consulta. Pueden sacar los ticket por la web o ir directamente. Ir con zapatos cerrados.|itaipu
20|Obra faraonica. Pero poco se ve. No se si vale la pena. Te muestran muy poco y luego un video que no es gran cosa. Es un poco caro para lo poco que te dan. No volveria.|itaipu
40|Una de las represas hidroelectricas mas grandes del mundo.Si dispone de tiempo al viajar a las Cataratas, Recomiendo visitarla.|itaipu
40|Una mega construccion, impresionante y en un area binacional que se ha esmerado en respetar la naturaleza comprometida en su ubicacion.|itaipu
40|Al igual que las cataratas, es un muy buen lugar para visitar, es un lugar muy imponente, ya que es la represa hidroelectrica mas grande del mundo.|itaipu
50|Imponente, solo con esta palabra puedo describir la sensacion percibida cuando llegue, un gran obra de ingeniera aunque solo si te gustan los temas ingeneriles podras disfrutar. Con guia trilingüe y bus comodo tour muy recomendable, pero les dejo el dato, los viernes y sabados se realizan tours nocturnos que son imperdibles.|itaipu
50|Impresionante lo que pueden hacer las personas (ingenieros) y 2 paises (Paraguay y Brasil) si se ponen de acuerdo para una obra en comun. Es increible que hayan podido cerrar el cauce del rio Parana para utilizar las aguas como fuente de energia para las 2 naciones.|itaipu
50|Es muy interesante la visita a la represa mas grande del mundo. Esta todo muy organizado y la atencion es muy buena.|itaipu
50|Al margen de la obra en si, el vertedero con sus 20 usinas generadoras, el paseo en el lago es genial y de relax total, desde el bus podra ir dandose una idea de la majestuosidad del contorno.|itaipu
40|Por fuera una obra maestra del hombre aunque me hubiera gustado acercarme mas aun.Se nota la fuerza de la naturaleza a contenida un lugar por demas interesante.|itaipu
40|Es una obra de ingenieria gigantesca, unica, todo el paseo esta muy bien armado y guiado, es recomendable, no para ir con niños.|itaipu
50|Es la verdad inmensamente grandre, como puede haber una represa tan grande, abastece gran parte de Paraguay y parte de Brasil|itaipu
50|hidroelectrica binacional itaipu, la naturaleza al servicio del hombre excursiones bien planificadas autoelectrico, recorrido por todo el complejo, es economico y bien organizado|itaipu
50|Increible obra del hombre, impecablemente bien cuidado, limpio, muy organizado, gente lindisima, todo a tiempo, toda la gente muy profesional, los guias muy bien capacitados, vale la pena ir|itaipu
40|Es una visita mas bien informativa y para aprender mas, sin embargo igual tiene distitntas actividades que puedas hacer en la represa, es linda y se llena por lo que debes llegar temprano para hacer todos los tour que quieras (creo que se puede reservar por la pagina tambien) depsues de subir en el bus y recorrerla por completo (tanto lado brasilero como paraguayo) llegas a lo alto de la represa donde hay paseo en botes y un restaurante|itaipu
50|tienen un museo donde explican la creacion de la planta, ademas de hacer un recorrido por toda la represa|itaipu
50|Tienen un recorrido muy bonito que dura un promedio de 30 a 40 minutos, los buses son muy buenos y comodos, la guia explica como fue contruida esta obra, ademas que muestran un video|itaipu
50|Lo que hicieron los constructores aqui es algo digno de imitar para otras naciones, con pensar que equivale a 176 estadios maracana, ohhhh increible.|itaipu
50|Hicimos la visita guiada el guia explica y entretiene, recordar que es la 2 mas grande a nivel mundial. Parada obligada si andas por ahi.|itaipu
50|Muy grande y bonito. Es un paseo atractivo e interesante, los guias explican y entretienen. Te cuentan del valor ecologico del lugar y muchos datos.|itaipu
50|Muy lindo el lugar los guias son un 7. Simpaticos carismaticos hacen que uno aprenda y se entretenga. El lugar es bello e impresiona la construccion y el paisaje hecho por el hombre.|itaipu
50|Estuve en abril de 2016.Obra magnifica . Excelente la atencion del sr.que oficio de anfitrion y guia. Nuestra visita coincidio con la de un grupo de oficiales retirados de Paraguay por lo que, tuvimos un bonus en el recorrido en colectivo..se detuvo en lugares no habituales.Exponian un prototipo electrico.Nos permitieron tomar fotos.Esta represa, que provee de energia electrica a Paraguay y Argentina ha sido hasta ahora considerada la mas grande. Ahora parece que en China han construido una superior.|itaipu
40|Es una visita obligada para quienes viajen a iguazu o a Ciudad del Este. Es una de las represas mas grandes del mundo, tiene visitas guiadas y un mirador imperdible.|itaipu
40|Se pueden realizar visitas guiadas. Una obra majestuosa de la ingenieria. se puede ver desde varios puntos de la ciudad de Foz.|itaipu
30|Interesante conocer un poco de su historia y apreciar los jardines y la represa desde lejos; si esperas ver como sale el agua te diran que solo se abren las puertas 1 o 2 veces al año|itaipu
40|Conocer la infraestructura y saber su historia es muy impresionante; ofrece servicio de internet y puedes pasarla bien en familia y amigos|itaipu
30|Como explique en mi comentario sobre la represa, si viajan con niños pequeños, les sera un poco aburrido por la mucha informacion tecnica que brindan|itaipu
30|Para un adulto esta bien, pero si viajan con niños pequeños se les hara algo aburrido, es mucha informacion. Antes de empezar se ve un video informativo, luego pasan a unos buses donde un guia les va explicando todos los detalles de la planta hidroelectrica. es interesante|itaipu
30|Es una visita que te refleja las cosas que puede hacer el hombre. Imponente por si mismo, pero no es algo que te deje marcado.|itaipu
40|Una linda excursion te llevan en un micro a recorrer la represa hay tambien una salida nocturna que hay que reservar con anticipacion, tenes un ecomuseo vale la pena|itaipu
40|hicimos la visita a la represa y luego paseo en catamaran, aconsejo hacerlo para la puesta de sol, imperdible!|itaipu
30|Una represa que asombra por lo grande del espejo de agua. No se permite acceso a ninguna otra instalacion que el camino superior al dique|itaipu
50|Es un recorrido verdaderamente asombroso e imponente.Es una maravilla de la ingenieria.Se puede llegar facil en transporte publico y es muy organizado.Visita obligada.|itaipu
40|El recorrido es muy interesante, y cuentan con movilidad para poder conocer toda la represa, sin dudas es un tour que se debe tomar si se esta en la zona.|itaipu
30|Es una visita un poco extensa, no hay grandes atracciones, puedes ver las turbinas y te relatan como fue construida. Aprovechen de comprar y comer en Paraguay|itaipu
30|La represa es hermosa, pero me quede con la sensacion que faltaba mas por conocer. Hace mucho calor en los buses y en una de las paradas seria interesante si ofrecieran alguna bebida dentro del costo de ingreso|itaipu
50|Este tour es como para ingenieros o adeptos a obras ingenieriles, es de verdad espectacular, como dato anexo los viernes y sabados en la noche hay visitas guiadas nocturnas.|itaipu
40|Fue realmetne asombroso ve esa cantidad de turbinas realmente. El paseo esta muy bien organizado, se recibe una charla con audiovisual previo a la visita de la represa . Todo el parque que rodea la misma esta muy bien mantenido.|itaipu
50|No solo es admirable por su tamaño y su tecnologia, sino que es una excelente experiencia para compartir con niños en etapa escolar y que aprendan con la vivencia, sobre la producciòn de energia. Mis hijas de 7 y 9 volvieron muy contentas y comentaron en el colegio sobre lo que habian aprendido.|itaipu
30|Linda represa, impresiona por sus numeros y datos de cuando fue construida. si hay suerte se ve la cola de novia .|itaipu
50|Muy interesante. Visita obligada si vas a Iguazu. Una maravilla de la ingenieria. Un paseo muy agradable en autobus con unas vistas muy buenas.|itaipu
30|Es una obra del hombre que sin lugar a dudas es algo impresionante. Es lindo ir con guia pues resulta una visita muy instructiva y te cuenta como crecio la ciudad, gracias a la construccion de la represa. Sin duda vale la pena visitarla.|itaipu
40|Es majestuosa la obra, uno queda impotente de ver esta obra maestra de la ingenieria y arquitectura, es un gigante que hace erizar.|itaipu
50|Cuesta 31 reales y es un paseo de dos horas. Comienza con un video explicativo y despues un recorrido con paradas para sacar fotos. Hay una actividad opcional que es un paseo en barco y un almuerzo, costaba 80 reales por persona.|itaipu
40|No pense que fueran tan grandes. La visita fue muy instructiva, a las chicos les encanto. Todo bien organizado, bien armado. Me gusto mucho.|itaipu
30|Es una atraccion imponente desde el punto de vista de lo que el hombre es capaz de hacer. Es enorme la hidroelectrica, nosotros hicimos el recorrido nocturno y asistimos al show de luces, muy bueno, sin embargo como que esperaba mas, mas luces, mas show, a mi gusto el espectaculo no descollo, pero hay que hacerlo, tambien incluye un paseo en bus dentro de la represa donde uno se siente muy pequeño delante de tanta majestuosidad.|itaipu
30|Es un lugar para conocer las obras que el hombre puede hacer pero no es mas de lo que uno se imagina, se puede convertir muy facil en un paseo aburrido aunque claro muy interesante!|itaipu
30|Imponente obra de ingenieria, muy interesante la guia explicativa dentro de la represa, brinda datos simples que ayudan a entender su magnitud|itaipu
50|Sin duda vale la pena visitar la Represa, aprovechamos un dia lluvioso para hacer el Tour, todo muy bien organizado!! Si llueve conviene sentarse en la parte baja del bus para evitar mojarse!|itaipu
40|Hicimos la visita panoramica a la represa. Es un buen paseo para ir a ver una obra de ingenieria y como funciona. Tuvimos suerte de verla descargando agua. Si no estas interesado en ver como funciona y trabaja no es un recorrido para vos. La guia de turismo habla en los 3 idiomas si es necesario (Portugues, Español e Ingles) y el recorrido se hace en bus con tiempos en puntos especiales para hacer fotos.|itaipu
50|Por casualidad estaban las compuertas abiertas, esto sucede unos 30 dias en el año, fue un espectaculo inolvidable.|itaipu
50|a mi hijo y a mi nos encanta todo aquello que tiene que ver con megaestructuras y ESTA ES UNA MEGAESTRUCTURA.No solo era hasta hace poco la mas grande del mundo, hoy esta a su maxima capacidad funcionando a mas del 100%Se imaginan unas 50 cataratas de iguazu cayendo a la vez?Esta es la unica central hidroelectrica donde se nos ha permitido ver el centro de control.Los guias son muy profesionales en explicar todo, solo nos falto una jaula de faraday para probarla|itaipu
30|Muy buena opcion para los visitantes de esta zona del pais, muy buen atractivo para conocer y disfrutar en familia.|itaipu
50|A mi me hubiera gustado ver el circuito especial que te lleva por dentro de la presa, pero cuando llegue ya no habia cupo, asi que me tuve que conformar con la visita panoramica, que igual merece la pena. La visita se hace en tres idiomas (ingles, portugues y español), y consiste en un video explicativo y una excursion en bus abierto con tres paradas, mientras la guia explica sobre la presa. Es muy impresionante verla, y mas si tienes la suerte de encontrarla descargando. Para llegar se toma un bus en la estacion de buses de Foz que te deja en la puerta del centro de visitantes de la presa.|itaipu
50|este es un tour imperdible, el recorrido por la represa binacional de itaipu es una obra de ingenieria increble e impresionante.todo el recorrido cone l guia sehace muy interesante|itaipu
40|una obra fantastica, bueno es visitarla del lado paraguayo, la visita guiada es en español. del lado brasilero portuges,|itaipu
40|Un trabajo de Ingenieria de 2 paises hermanos.dar el paseo por sitio es ilustrativo e impresionante.|itaipu
50|"La represa Binacional de Itaipu es mas que un paseo turistico, es una obra monumental del hombre para crear recursos ""limpios"". hay que conocerla y aprender mucho sobre lo que alli se desarrolla."|itaipu
50|Cuando planifique mi viaje a Iguazu, no tenia intenciones de visitar la represa; pero a medida que fui conversando con lugareños y otros turistas, me recomendaron ir; y debo decir que valio la pena. La organizacion para recibir al personal es excelente, todo muy limpio, bien cuidado. Soy arquitecto, y quede deslumbrado con las dimensiones del sitio. Las cifras de produccion, son absolutamente impresionantes.|itaipu
50|Absolutamente grandiosa, si eres ingeniero o arquitecto o amante de la tecnologia esta represa te dejara boquiabierto, es una maravilla tecnologica creada por el hombre.|itaipu
50|Es una excursiones que se hace en buss normal llegas pagas la entrada muy organizado y tienes diferentes actidades.|itaipu
50|Una excursion muy interesante. Comienza con un video explicativo y luego te llevan por la represa en un bus turistico explicandote todo.Dos paradas para fotos.|itaipu
50|yo hice la visita panoramica. Te llevan en un bus recorriendo toda la hidroelectrica con 3 paradas. La ultima parada es impresionante la vista, se ve muy lindo.|itaipu
50|la verdad qe la experiencia qe me dejo conocer itaipu es hermosa, conocer tremenda ingenieria del hombre, la potencia qe logra una represa como esta tambien es totalmente mounstruosa, el saber qe es la segunda mas grande del mundo (con sus 20 turbinas) luego de la represa de china qe tiene 30, pero esta sola podria brindar y socorrer frente a un apagonn mundial durante 2 dias!!! tremendo!! deben conocer, mejor en invierno qe podran ver las compuertas abiertas, osino actualmente se encuentran 6 abiertas por el efecto EL NIÑO|itaipu
50|Un lugar para ver de lo que el hombre es capaz por tratar de dominar las fuerzas de la naturaleza, aunque puede convivir con ellas.|itaipu
40|Muy buen paseo, lamentablemente solo hicimos el paseo panoramico. Muy educativo para chicos, el paseo dura no mas de 2 hs.|itaipu
40|Un paseo diferente con guia del lugar que lo transportan en bus hasta la Represa Binacional, previamente pueden pasar al local donde se reproduce la historia y explicacion de la formacion de la misma, tal vez el recorrido es un poco corto o no hay mucho mas para conocer que lo que permiten conocer.|itaipu
40|Que mejor forma de poder aprovechar los recursos naturales, para la la economia, con produccion de energia, y tambien con el buen manejo del medio ambiente, esta muy bien hecho todo el lugar y le muestra a uno la magnitud del complejo, habia visto en tv lo que significaba pero puede visitarla y me gusto mucho!!!|itaipu
40|esta represa es gigantesca, su aporte a la economia de paraguay y Brasil es muy importante. Pero sobre todo impresiona su magnitud, es una muestra de gran tecnologia para america del sur.|itaipu
50|Imponente y colosal obra de la ingenieria y como todo en Foz de iguazu a disposicion del turista por una adhesion obviamente. Ademas con un transfondo historico.|itaipu
50|Es muy atractiva la visita a este lugar, realmente es impresionante ver esta obra construida por el hombre.|itaipu
50|realmente imprecionante la represa y su historia,algo digno de conocer y disfrutar porque semejante obra dice de una iniciativa de dos paises limitrofes aunados para realizar algo tan impactante,aunque mirandolo desde la argentina da un poco de miedo por las consecuencias que provoca la apertura de todas sus bocas para contrarrestar las crecientes en el norte y eso fue lo que provoco las inundaciones en nuestro litoral.pero dejando eso de lado es una obra digna de ver y de conocer su historia !|itaipu
40|Muy bien organizado segun el recorrido que cada uno elija, muy buena atencion y los guias contemplan todas las inquietudes. Se puede ver primero un video con la explicacion de la planta y construccion y luego se puede recorrer la misma casi completamente.|itaipu
